triple#	label	id	note	disposition	disposition 2	
6204	obsolete_plan specification	OBI_0000344	Part of range for an object property is_potentially_realizable_as in obi before split (LF 040907)	obsolete
4301	obsolete_planned process	OBI_0600062	"We are only considering successfully completed planned processes. A plan may be modified, and details added during execution. For a given planned process,the associated realized plan specification is the one encompassing all changes made during execution. This means that all processes in which an agent acts towards achieving some \nobjectives is a planned process."	obsolete
4307	obsolete_planned process	OBI_0600062	There is disagreement (BP/AR) if only humans or also robots / machines can execute planned processes.	obsolete
4308	obsolete_planned process	OBI_0600062	"several roles are implied in this: There must be one or more actors that realizes the plan, potentially a planner that devised the plan, potentially a supervisor monitoring the plan."	obsolete
21059	obsolete_polypeptide	OBI_0100084	"MC-BP: removed term for polypeptide, distinction more than 10 residues not needed in OBI. We will use peptides"	obsolete
21064	obsolete_polypeptide	OBI_0100084	TEMP FOR NOW FOR STRUCTURE - MAY NEED TO REMOVE THIS.  JAMES\nHAS MADE_UP_OF RELATION WITH PEPTIDE CONCEPT.  JAMES	obsolete
4751	obsolete_portion of tissue	OBI_0302723	PRS22022008: possible import from CARO dbxref=0000043	obsolete
4735	obsolete_programming language	OBI_0000058	replaced by IAO_0000025	obsolete
1337	obsolete_property-based vector selection	OBI_0200159	no longer required as gating has been dealt with using objectives data vector reduction and partioning	obsolete
19667	obsolete_protein (obsolete)	OBI_0100085	TEMP FOR NOW FOR STRUCTURE - MAY NEED TO REMOVE THIS.  JAMES\nHAS MADE_UP_OF RELATION WITH POLYPEPTIDE CONCEPT.  JAMES	obsolete
10212	obsolete_protocol application	OBI_0000069	"For developers: Instead of using 'protocol application', either use the generic 'planned process', or more specific experimental planned processes 'processing material', 'assay', 'data transformation'"	obsolete
10213	obsolete_protocol application	OBI_0000069	"rem1: This is an actual part of the experiment. It includes the protocol that the experimenter intends to carry out, deviations from this and unintended variables, such as the earthquake that occurred while the experiment was taking place."	obsolete
10215	obsolete_protocol application	OBI_0000069	"as of 1/22/09, this will be merged with planned process, as the distinction between experimental and non-experimental processes can be hard to maintain."	obsolete
10220	obsolete_protocol application	OBI_0000069	protocol_application part_of_process some sample_preparation_for_assay in obi before split (LF 040907)	obsolete
18337	obsolete_protocol participant role	OBI_0000587	19 Feb 2009:  moved to defined class after OBI Workshop; accepted as core term	obsolete
2650	obsolete_random vector selection	OBI_0200158	no longer required as gating has been dealt with using objectives data vector reduction and partioning	obsolete
11055	obsolete_realizable information entity	OBI_0000337	replaced by IAO_0000033	obsolete
7789	obsolete_reference role	OBI_0000133	19 Feb 2009:  core term	obsolete
14287	obsolete_report display element	OBI_0000001	replaced by IAO_0000091	obsolete
14289	obsolete_report display element	OBI_0000001	"There will be some issue here about whether these are defined classes. As intended these are meant to denote the parts of the report that are not textual but are typically boxed and set within the text, labelled with some identifier, and referred to in the text"	obsolete
4201	obsolete_report figure	OBI_0000027	replaced by IAO_0000059	obsolete
4206	obsolete_report figure	OBI_0000027	"I prepended the 'report ' to make it clear that we mean parts of reports here. We may want a more generic version of 'figure', in which case this would become a defined class - figure and part_of some report"	obsolete
16798	obsolete_report graph	OBI_0000240	replaced by IAO_0000038	obsolete
8433	obsolete_report of results	OBI_0000099	replaced by IAO_0000065	obsolete
8436	obsolete_report of results	OBI_0000099	disagreement about where reports go. alan: only some gene lists are reports. Is a report all the content of some document? The example of usage suggests that a report may be part of  some article. Term needs clarification	obsolete
6144	obsolete_report table	OBI_0000265	replaced by IAO_0000097	obsolete
10849	obsolete_results_from	OBI_0000352	"A review of Philippes results_from classes, put into bins by similarity by Alan and Melanie, for subsequent review."	obsolete
14954	obsolete_reverse transcriptase	OBI_0100025	MC: should be a child of DNA polymerase	obsolete
5570	obsolete_role of being excluded study participant	OBI_0000173	CDISC definition:  screen failure. Potential subject who did not meet one or more criteria required for participation in a trial. See also screening of subjects. screen/screening (of substances). Screening is the process by which substances are evaluated in a	obsolete
506	obsolete_role of nutritional supplement	OBI_0000149	old def: Nutritional supplement is a nutrient role played by additives to feed or culture medium which enhance its nutritive properties	obsolete
1565	obsolete_role of potential study participant	OBI_0000229	"Decided that screening of participants is part of the study, therefore this term obsoleted and study subject or child terms should be used instead"	obsolete
7822	obsolete_rule	OBI_0500021	replaced by IAO_0000055	obsolete
7823	obsolete_rule	OBI_0500021	MSI	obsolete
6392	obsolete_software interpreter	OBI_0000199	"Do we care? Jennifer: Yes, there was a particular version of R that had a bug and it was fixed later. That would imply that we mean specific version of an interpreter. So an instance of this would be a particular version of the interpreter"	obsolete
6394	obsolete_software interpreter	OBI_0000199	replaced by IAO_0000065	obsolete
6632	obsolete_solution	OBI_0100048	MC: should be a state	obsolete
3704	obsolete_source code module	OBI_0000039	replaced by IAO_0000096	obsolete
17404	obsolete_specified input role	OBI_0000022	data can be an entity that plays an input role	obsolete
17409	obsolete_specified input role	OBI_0000022	"role of data or material entity played at the start of a process; must be specified.  \nreagents for measuring glucose and a specimen of blood are inputs in a glucose-measuring assay.\nthe input must be specified, for example, the reagents will be in tubes which aslo contain air; the air is not an input unless it is specified in the assay protocol"	obsolete
17412	obsolete_specified input role	OBI_0000022	"Feb 10, 2009.  changes after discussion at OBI Consortium Workshop Feb 2-6, 2009.  accepted as core term."	obsolete
17413	obsolete_specified input role	OBI_0000022	OBSOLETED: because we are now using the relations rather than the roles.	obsolete
4978	obsolete_specimen_role	OBI_0000254	"rem: not necessarily played by biomaterial entities, also include material entity"	obsolete
4979	obsolete_specimen_role	OBI_0000254	"organism ""has_role_which_can_only_be_played_by_biomaterial_entity"" some specimen_role in obi before split (LF 040907)."	obsolete
1394	obsolete_statistical sample role	OBI_0000452	JM: Made obsolete following the decision in the summer 2009 workshop about modellling sample and specimen.	obsolete
20400	obsolete_study committee role	OBI_0000193	"coordinating committee (also executive committee, steering committee MUSC; study-committee, RCT schema)"	obsolete
8387	obsolete_study participant role	OBI_0000111	"Study participant is a role of actual or potential entities of, used in or produced by a study; NB:  this does not include the study personnel who perform the study"	obsolete
8393	obsolete_study participant role	OBI_0000111	Unclear differentia between study subject role and study participant role. Discussed on call 14/09/09 and also agreed to deprecate in workshop.	obsolete
8394	obsolete_study participant role	OBI_0000111	"Feb 10, 2009.  changes after discussion at OBI Consortium Workshop Feb 2-6, 2009.  accepted as core term."	obsolete
17669	obsolete_study population role	OBI_0000002	"Decision to obsolete on call 14/9/09. Had two child terms 'enrolled population role' and study group role, insufficient differentia. Use either of the more specific terms instead."	obsolete
6809	obsolete_subject provider role	OBI_0000255	Subject provider does not provide clinical subjects	obsolete
7284	obsolete_supernatant	OBI_0100036	added as hierarchy term	obsolete
7286	obsolete_supernatant	OBI_0100036	MC: should be a role	obsolete
479	obsolete_Surrogate marker	OBI_0000007	CDISC definition:  surrogate marker. A measurement of a drug's biological activity that substitutes for a clinical endpoint such as death or pain relief.	obsolete
20527	obsolete_Surrogate variable	OBI_0000168	CDISC definition:  surrogate variable. A variable that provides an indirect measurement of effect in situations where direct measurement of clinical effect is not feasible or practical.	obsolete
5203	obsolete_suspension	OBI_0100049	MC: should be a state	obsolete
2801	obsolete_technology provider role	OBI_0000009	"CDISC definition:  technology provider. A person, company or other entity who develops, produces and sells software applications and/or hardware for use in conducting clinical trials and/or in analyzing clinical trial data and or submitting clinical trial information for regulatory approval"	obsolete
12524	obsolete_test synthetic peptide	OBI_0302717	maybe will be moved to placeholder _defined class	obsolete
9114	obsolete_text based digital entity	OBI_0000132	replaced by IAO_0000047	obsolete
9117	obsolete_text based digital entity	OBI_0000132	digital_entity	obsolete
1177	obsolete_time trigger	OBI_0000331	replaced by IAO_0000034	obsolete
6411	obsolete_Treatment variable	OBI_0000160	CDISC definition:  investigational treatment. An intervention under investigation in a clinical trial.	obsolete
16533	obsolete_trial site role	OBI_0000156	CDISC definition:  trial site. The location(s) where trial related activities are actually conducted.	obsolete
16539	obsolete_trial site role	OBI_0000156	"AR: to move under processual context? + relation located, as it is the physical location"	obsolete
20870	obsolete_unicellular organism	OBI_0100008	MC: should be a child of organism?\nI THINK THIS IS LIKELY A QUALITY.  JAMES	obsolete
20874	obsolete_unicellular organism	OBI_0100008	added as hierarchy term	obsolete
13541	obsolete_vaccination	OBI_0000745	"Needs vaccine role, which is realized by the same entity that has the 'material to be added role'"	obsolete
12159	obsolete_vaccine	OBI_0000746	"we later want to add the 'vaccine function', after which this can be a defined class"	obsolete
10060	obsolete_vector	OBI_0100038	PRS: Vector should treated as a role ->submission to tracker	obsolete
12035	obsolete_virus	OBI_0100027	merged Maura Gasparetto _ Helen Parkinson\nMC: A virus is not an orgnism	obsolete		
17424	obsolete_vitamin role	OBI_0000037	JM: I have obsoleted this 1st Sep 2009 since it is no longer needed	obsolete		
14331	obsoleted_has_specified_input_information	OBI_0000315	See note for outputs_data. 6/9/09: TO be removed	obsolete		
11209	obsoleted_specified output role	OBI_0000657	"The role must be specified by the process protocol.  Example, in an assay measuring glucose in blood, the blood specimen is input to the assay, and is discarded after the assay.  In this case, unless the blood is sepcified as an output of the assay it does not play the role output role."	obsolete		
11214	obsoleted_specified output role	OBI_0000657	"Feb 10, 2009.  changes after discussion at OBI Consortium Workshop Feb 2-6, 2009.  accepted as core term."	obsolete		
10251	optical subsystem	OBI_0400080	"DS: Is 'subsytem' necessary or is 'optical_system' enough. Not sure its graph position since an optical subsystem is not necessarily an instrument, but more likely part of one."	user		
10632	oral ingestion of pill	OBI_0000837	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
10633	oral ingestion of pill	OBI_0000837	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
14041	organ section	OBI_0100066	section needs to be added as process\nPRS 22-02-2008: organ has input_role in protocol_application histological preparation.\nAlso how different it is from a fragment	delete		
10394	organism	OBI_0100026	"10/21/09: This is a placeholder term, that should ideally be imported from the NCBI taxonomy, but the high level hierarchy there does not suit our needs (includes plasmids and 'other organisms')"	user		
10399	organism	OBI_0100026	"13-02-2009:\nOBI doesn't take position as to  when an organism starts or ends being an organism - e.g. sperm, foetus.\nThis issue is outside the scope of OBI."	user		
11857	organization	OBI_0000245	"BP: The definition summarizes long email discussions on the OBI developer, roles, biomaterial and denrie branches. It leaves open if an organization is a material entity or a dependent continuant, as no consensus was reached on that.  The current placement as material is therefore temporary, in order to move forward with development. Here is the entire email summary, on which the definition is based:\n\n1) there are organization_member_roles (president, treasurer, branch\neditor), with individual persons as bearers\n\n2) there are organization_roles (employer, owner, vendor, patent holder)\n\n3) an organization has a charter / rules / bylaws, which specify what roles\nthere are, how they should be realized, and how to modify the\ncharter/rules/bylaws themselves.\n\nIt is debatable what the organization itself is (some kind of dependent\ncontinuant or an aggregate of people). This also determines who/what the\nbearer of organization_roles' are. My personal favorite is still to define\norganization as a kind of 'legal entity', but thinking it through leads to\nall kinds of questions that are clearly outside the scope of OBI.\n\nInterestingly enough, it does not seem to matter much where we place\norganization itself, as long as we can subclass it (University, Corporation,\nGovernment Agency, Hospital), instantiate it (Affymetrix, NCBI, NIH, ISO,\nW3C, University of Oklahoma), and have it play roles.\n\nThis leads to my proposal: We define organization through the statements 1 -\n3 above, but without an 'is a' statement for now. We can leave it in its\ncurrent place in the is_a hierarchy (material entity) or move it up to\n'continuant'. We leave further clarifications to BFO, and close this issue\nfor now."	user		
4624	OWL	OBI_0000332	XML_file	delete		
14640	p-value	OBI_0000175	"May be outside the scope of OBI long term, is needed so is retained"	user		TODO: goes with mathematical feature? Add to tracker for JM
21052	parallel group design	OBI_0500006	MSI	delete		
7072	parameter threshold	OBI_0000172	quantity	delete		
300	pareto scaling	OBI_0200037	Community submitted term (MSI)	separate	delete	delete
8643	particle delivery vessel	OBI_0400081	FG: this should be delted - particle delivery is a role that an object can play	separate		
2752	pathogen role	OBI_0000718	6 April 2009:  from the Vaccine Community	separate		TODO: tracker: should be imported
17599	patient role	OBI_0000093	"CDISC definition:  patient. Person under a physician's care for a particular disease or condition. NOTE: A subject in a clinical trial is not necessarily a patient, but a patient in a clinical trial is a subject. See also subject, trial subject, healthy volunteer. Often used interchangeably"	asked jennifer		separate
17610	patient role	OBI_0000093	20 Feb 2009 added restriction of being human	delete		
3446	PCR product	OBI_0000406	"We are using PCR and not the written out words, as this is the most common used."	user		
2145	PCR-SSCP assay	OBI_0302737	"has_input should be ""DNA molecules"" or something similar - as of 9/4/08 ""ChEBI ontology"" was the best choice"	delete		
15043	peritoneum	OBI_0000323	"BP: should be imported in the future, but I need it now to demonstrate how to define intraperitoneal injection"	user		
4675	phage display library	OBI_1000029	"PRS: 22022008. class moved under population,\nmodification of definition and replacement of biomaterials in previous definition with 'material'\naddition of has_role restriction"	separate		
4680	phage display library	OBI_1000029	7/13/09: Need to clarify if this meets reagent role definition	user	delete	delete - no more reagent role there
16518	physical document	OBI_0000044	"information_content_entity ""is_encoded_in"" some physical_document in obi before split (040907)."	delete		
16527	physical document	OBI_0000044	BP: moved and renamed for BFO	delete		
8949	pill	OBI_0000827	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
8950	pill	OBI_0000827	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
19103	placebo role	OBI_0000169	"CDISC definition placebo. A pharmaceutical preparation that does not contain the investigational agent. In blinded studies, it is generally prepared to be physically indistinguishable from the preparation containing the investigational product."	asked jennifer		separate
12061	plan	OBI_0000260	"This class is included to make clear how the plan specification, the plan, and the planned process relate. OBI will however only subclass and work under the 'plan specification', and 'planned process' class, as we want to avoid to get deep into discussions of 'intend' etc."	user		
11549	planned process	OBI_0000011	"'Plan' includes a future direction sense. That can be problematic if plans are changed during their execution. There are however implicit contingencies for protocols that an agent has in his mind that can be considered part of the plan, even if the agent didn't have them in mind before. Therefore, a planned process can diverge from what the agent would have said the plan was before executing it, by adjusting to problems encountered during execution (e.g. choosing another reagent with equivalent properties, if the originally planned one has run out.)"	user		
11550	planned process	OBI_0000011	"This class merges the previously separated objective driven process and planned process, as they the separation proved hard to maintain. (1/22/09, branch call)"	separate		
11553	planned process	OBI_0000011	6/11/9: Edited at workshop. Used to include: is initiated by an agent	separate		
11555	planned process	OBI_0000011	"We are only considering successfully completed planned processes. A plan may be modified, and details added during execution. For a given planned process,the associated realized plan specification is the one encompassing all changes made during execution. This means that all processes in which an agent acts towards achieving some \nobjectives is a planned process."	user		
17207	platform	OBI_0000050	"rem1: We decided at the Philly workshop that consumables do not include reagents.\nFG: we could actully add a relation to platform which would be ""has_part some instrument""\nDS: Sounds fine to me, with the restriction that I would assume a min. cardinality of 2 to be applicable for this crossproduct, so at least 2 instruments make it a platform... at least one is not  enough\nAR:has_part is transitive, and transitive properties can't have  cardinality constraints in OWL-DL. We can always put this particular  constraint in the owl-full file.\n\nWe need to make this a defined class when the class software is in the ontology"	separate		
2980	polymer	OBI_0100069	Should be replaced by Chebi polymer and usage polymerization also fixed. HP	user		TODO tracker
3603	polymerization	OBI_0302890	PRS:22102008: need to import catalyst from CHEBI 35223	user		TODO tracker
1677	pool of specimens	OBI_0302716	"check with advisors as to how to represent multiple instances of any class? a set of specimens which have been gathered from one or more sample_populations, obtained by the physical process of mixing individual specimens, e.g.  mixing the DNA collected from the individual fish"	user		
8415	pooling material from organisms	OBI_0600016	like' is one of the things that you should be controling for in a well-designed experiment. The instances of material need to have the same class.	separate		
8425	pooling material from organisms	OBI_0600016	"2/27/09,  BP: This class was called 'material pooling', but the logical definition restricted it to materials from organisms. I therefore changed the label to 'pooling material from organisms'."	user		
15672	population	OBI_0000181	rem1: collection somehow always involve a selection process	separate		
8731	power supply	OBI_0400142	"was power_pack, maps to SEP electrical_power_supply"	separate		
10609	primary structure of DNA macromolecule	OBI_0000811	placeholder for SO	user		TODO tracker
16264	primary structure of sequence macromolecule	OBI_0000830	"these are not in great shape yet; need to clarify how what a 'sequence macromolecule is' and how it differes from molecules in general (directivity of certain bonds, linear connectivity along that type of bond etc.)"	separate		
16265	primary structure of sequence macromolecule	OBI_0000830	These are all placeholders and should be replaced by SO terms	user		TODO tracker
5448	principal investigator role	OBI_0000103	"CDISC definition: A person responsible for the conduct of the clinical trial at a trial site. If a trial is conducted by a team of individuals at a trial site, the investigator is the responsible leader of the team and may be called the principal investigator. 2. The individual principal investigator. 2. The individual under whose immediate direction the test article is administered or dispensed to, or used involving, a subject, or, in the event of an investigation conducted by a team of individuals, is See also sponsor-investigator.; Leiter der klinischen Prufung.Under the German Drug Law, the physician who is head of the clinical investigation (CDISC): coordinating investigator (CDISC) (also study coordinator, MUSC); sponsor-investigator. An individual who both initiates and conducts, alone or with others, a clinical trial, and under whose immediate direction the investigational product is administered to, dispensed to, or used by a subject.NOTE: The term does not include any person other than an individual, hence not a corporation, agency (CDISC)"	asked jennifer		separate
16293	protease cleavage	OBI_0600056	enzymatic digestion	user		TODO: add as alt tem if needed
1770	protein column	OBI_0000468	refactor as defined class	separate		
9176	prothrombin time assay	OBI_0000802	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
9185	prothrombin time assay	OBI_0000802	2009/10/18 Alan Ruttenberg. This assay was added during the fucoidan use case exercise but still needs to be fleshed out. Only the AT-III assay has more carefully specified inputs and outputs	user		
9186	prothrombin time assay	OBI_0000802	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
10230	protocol	OBI_0000272	JF/MC/BP: We limited protocols to assays and material transformations to distinguish them from algorithms.	delete		
12236	pump valve switch	OBI_0000041	FG:I would assume this should be a pump valve control switch and it would not be specific to a liquid chromatography instrument	user		
85	purification objective	OBI_0000796	"10/14/09,  BP: This should be linked to the 'purified' 'currently conferred quality"	separate		
1012	randomized complete block design	OBI_0500007	MSI	delete		
11445	ratio of collected to emitted light	OBI_0000054	quantity	delete		
15622	RDF	OBI_0000324	XML_file	delete		
5764	reagent role	OBI_0000086	"Feb 10, 2009.  changes after discussion at OBI Consortium Workshop Feb 2-6, 2009.  accepted as core term."	separate		
9946	reference design	OBI_0500010	MO	delete		
19710	regulatory role	OBI_0000017	govt agents responsible for creating regulations; proxies for enforcing regulations.  CDISC definition:  regulatory authorities. Bodies having the power to regulate. NOTE: In the ICH GCP guideline the term includes the authorities that review submitted clinical data and those that conduct inspections. These bodies are sometimes referred to as competent	asked jennifer		separate
7046	repeated measure design	OBI_0500002	MSI	delete		
19363	replicate design	OBI_0500018	MO	delete		
14372	restriction enzyme	OBI_0000732	5/22 Need to explore if there are GO / other classes exist that capture this. We need it now for cloning experiments	separate		TODO tracker
13361	RNA extraction	OBI_0666666	requested by Helen Parkinson for MO	separate		
15563	rodent care	OBI_0000728	"3/26: we are starting with rodent care, but the more generic 'animal care' should be added later."	user	delete	delete - has been added OBI_0000715
1647	role of being consumer safety officer	OBI_0000006	FDA official who coordinates the review	user		example of usage?
20466	role of being first subject screened	OBI_0000004	"first subject screened. First subject who signs the informed consent form and is screened for potential enrollment and randomization into a study, but has not yet been determined to meet the inclusion/exclusion criteria for the trial. who signs the informed consent form and is screened for potential enrollment and randomization into a study, but has not yet been determined to meet the inclusion/exclusion criteria for the trial."	user		
7667	role of being first subject treated	OBI_0000100	first subject treated. First subject who receives the test article or placebo in a clinical trial.	user		
11047	role of being healthy volunteer	OBI_0000124	"volunteer. A person volunteering to participate as a subject in a clinical trial, often a healthy person agreeing to participate in a Phase 1 trial. See"	user		
17963	role of being member of recruited population	OBI_0000147	CDISC definition: The group of eligible participants that agreed to participate in the trial and signed the informed consent.	asked jennifer		separate
15857	role of being member of special population	OBI_0000077	"CDISC Definition:  special populations. Subsets of study populations of particular interest included in clinical trials to ensure that their specific characteristics are considered in interpretation of data [e.g., geriatric]."	asked jennifer		separate
1924	role of being vulnerable subject	OBI_0000106	"vulnerable subjects. Individuals whose willingness to volunteer in a clinical trial may be unduly influenced by the expectation, whether justified"	user		
12871	role of impartial witness	OBI_0000196	"impartial witness. A person, who is independent of the trial, who cannot be unfairly influenced by people involved with the trial, who attends the informed consent process if the subject or the subject's legally acceptable representative cannot read, and who"	user		
19898	role of Institutional Review Board	OBI_0000154	"CDISC definition:  institutional review board; independent ethics committee (IEC). An independent body (a review board or a committee, institutional, regional, national, or supranational) constituted of medical/scientific professionals and non-scientific members, whose responsibility it is to ensure the protection of the rights, safety and well-being of human subjects involved in a trial."	asked jennifer		separate
14741	role of legally acceptable representative	OBI_0000215	"legally acceptable representative. An individual or juridical or other body authorized under applicable law to consent, on behalf of a prospective subject, to the subject's participation in the clinical trial. [ICH, E6 Glossary]"	user		
17111	sample from organism	OBI_0000671	"we need to work on this: Is taking a urine sample a material separation process? If not, we will need to specify what 'taking a sample from organism' entails. We can argue that the objective to obtain a urine sample from a patient is enough to call it a material separation process, but it could dilute what material separation was supposed to be about."	user		
17112	sample from organism	OBI_0000671	5/29: This is a helper class for now	user		
3011	sample injection system	OBI_0000504	chromatography device	separate		
12895	sample inlet	OBI_0000497	chromatography device	separate		
6262	sample population	OBI_0000264	"PRS 22-02-2008: this is still a population. may be we need qualifiers for this entity e.g. 'screened population, recruited population or we need to use the following label: sample of population, subpopulation"	user	delete	delete - is asserted under population already
20786	sample preparation for assay	OBI_0000073	rem1: the 'relates to a set of biological materials' covers environmental samples and data	user	delete	delete - not relevant anymore
20792	sample preparation for assay	OBI_0000073	move to defined class	delete		
11507	screening library	OBI_0100064	added as hierarchy term	delete		
11514	screening library	OBI_0100064	7/13/09: Need to clarify if this meets reagent role definition	separate		
11517	screening library	OBI_0100064	"PRS: 22-02-2008: while working on definition of cDNA library and looking at current example of usage, a screening library should be a defined class -> any material library which has input_role in a screening protocol application\nchange biomaterial to material in definition"	user		
20643	self vs self design	OBI_0500019	MO	asked philippe		delete
15705	separation into different composition objective	OBI_0000681	We should be using has the grain relations or concentrations to distinguish the portioning and other sub-objectives	user		
11171	sequencing assay	OBI_0600047	has_output should be sequence of input; we don't have sequence well defined yet	user		TODO; tracker define sequence
19519	sequential design	OBI_0300310	Provenance: OCI	separate		
16601	single blind study execution	OBI_0000822	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
16602	single blind study execution	OBI_0000822	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
15526	skewness calculation	OBI_0200123	From Monnie's file comments - need to add moment calculation role but they doesn't exist yet - (editor note added by James Jan 2008)	separate		
6847	solid NMR probe	OBI_0000479	NMR device	separate		
601	solvent mixer	OBI_0000469	check on definition !	separate		TODO - def check
20724	SomaScope	OBI_0400098	editor_note pending	separate	delete	delete
18261	specific labeling	OBI_0600067	"definition blessed by Allyson, Bjoern, Jay & Randi"	separate		
13066	specimen creation	OBI_0000659	6/9/09: used at workshop	separate		
6770	specimen role	OBI_0000112	"22Jun09.  The definition includes whole organisms, and can include a human.  The link between specimen role and study subject role has been removed.  A specimen taken as part of a case study is not considered to be a population representative, while a specimen taken as representing a population, e.g. person taken from a cohort, blood specimen taken from an animal) would be considered a population representative and would also bear material sample role."	user		
6776	specimen role	OBI_0000112	"parasite example\n- when parasite in people we study people, people are subjects and parasites are specimen\n- when parasite extracted, they become subject in the following study\nspecimen can later be subject."	user		
6778	specimen role	OBI_0000112	"blood taken from animal: animal continues in study, whereas blood has role specimen.\nsomething taken from study subject, leaves the study and becomes the specimen."	user		
4593	spectrolyse heparin antifactor-Xa assay	OBI_0000808	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
4597	spectrolyse heparin antifactor-Xa assay	OBI_0000808	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
4600	spectrolyse heparin antifactor-Xa assay	OBI_0000808	2009/10/18 Alan Ruttenberg. This assay was added during the fucoidan use case exercise but still needs to be fleshed out. Only the AT-III assay has more carefully specified inputs and outputs	user		
969	splenocyte	OBI_1110116	Could be redefined as a cell type derived from spleen	user	delete	delete - done in logical def
15150	sponsor role	OBI_0000243	"CDISC definition: sponsor. 1. An individual, company, institution, or organization that takes responsibility for the initiation, management, and/or financing of a clinical trial. 2. A corporation or agency whose employees conduct the investigation is considered a sponsor; employees are considered investigators"	asked jennifer		separate
8791	standard compliance rule	OBI_0500024	MSI	asked philippe		delete
12733	standard deviation calculation	OBI_0200121	From Monnie's file comments - need to add spread calculation role but they doesn't exist yet - (editor note added by James Jan 2008)	separate		
9624	standard error	OBI_0000235	see P-Value	separate		TODO: goes with mathematical feature? Add to tracker for JM
9226	stopping rule	OBI_0500022	MSI	asked philippe		
10139	study design	OBI_0500000	rediscussed at length (MC/JF/BP). 12/9/08). The definition was clarified to differentiate it from protocol.	separate		
10144	study design	OBI_0500000	Editor note: there is at least an implict restriction on the kind of data transformations that can be done based on the measured data available.	user		
16375	study design execution	OBI_0000471	removed axiom has_part some (assay or 'data transformation') per discussion on protocol application mailing list to improve reasoner performance. The axiom is still desired.	user		
16378	study design execution	OBI_0000471	"6/11/9: edited at workshop. Used to be: study design execution is a process with the objective to generate data according to a concretized study design. The execution of a study design is part of an investigation, and minimally consists of an assay or data transformation."	separate		
15798	study group role	OBI_0000174	The group of randomized participants that are assigned to a treatment arm of the trial	user		example of usage?
16846	study result	OBI_0000682	2009-02-28: work on this term has been finalized during the OBI workshop winter 2009	separate		
10102	sub-investigator role	OBI_0000224	"CDISC definition:  Sub-investigator. Any member of the clinical trial team designated and supervised by the investigator at a trial site to perform critical trial-related procedures and/or to make important trial-related decisions (e.g., associates, residents, research fellows) [ICH] See associates, residents, research fellows"	asked jennifer		separate
359	subject agrees they understand informed consent document	OBI_0000841	"09/28/2009 Alan Ruttenberg. There's a need for a general process like this in IAO - document and person in, signed document (and associated obligations, rights, out"	user		TODO - IAO tracker
360	subject agrees they understand informed consent document	OBI_0000841	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
361	subject agrees they understand informed consent document	OBI_0000841	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
6986	submatrix extraction	OBI_0200074	Note that this can be considered as a special case of projection if one represents the input matrix as a vector obtained by concatenating its rows. Then extracting a submatrix is equivalent to projecting this vector into the entries belonging to the rows and columns of interest from the input matrix.	user		
16567	supernatant collection system harvesting frame	OBI_0000146	editor_note pending	separate	delete	delete
18919	supernatant role	OBI_0000034	20 Feb 2009.   changed definition: supernatant role is a role which inheres in a material entity and is realized by a material separation process using gravitational force in which the material bearing the supernatant role is the liquid component of the output material.	delete		
1380	supplier role	OBI_0000018	"CDISC definition: Supplier. An organization that enters into a contract with the acquirer for the supply of a system, software product, or software service under the terms of a contract."	asked jennifer		separate
29	survival assessment	OBI_0000699	Need to point out more specifically that survival / death is measured.	user		TODO: tracker
1612	synthesis	OBI_0600040	This probably needs breaking down into more specific applications. The example given is already covered in reverse_transcription	user		TODO: tracker
12560	synthetic peptide	OBI_0100065	"changed from synthetic polypeptide to peptide, to get rid of the restriction of having more than 10 amino acids (required by Chebi)."	user		
12569	synthetic peptide	OBI_0100065	PRS:22-02-2008: a chebi entity which has output role in a synthesis protocol application	separate		
12570	synthetic peptide	OBI_0100065	original term: protein fragment split into synthetic polypeptide and fragment derived from protein\nDS: Is this synthetic an oxymoron to the biomaterial?	separate		
2938	Sysmex CA-6000 Coagulation Analyzer	OBI_0000843	2009/09/28 Alan Ruttenberg. Fucoidan-use-case	separate		
2942	Sysmex CA-6000 Coagulation Analyzer	OBI_0000843	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
6422	"Sysmex Corporation, Kobe, Japan"	OBI_0000829	2009/09/28 Alan Ruttenberg. This class is a class that should be added to OBI. It was motivated by the Fucoidan trial use case	delete		
